Source,Target,Weight
gaussian field,spatial statistics,1
geostatistics,inverse problem,1
geostatistics,petroleum,1
inverse problem,petroleum,1
inverse problem,spatial statistics,1
petroleum,spatial statistics,1
bayes information criterion,generalized logistic model,1
bayes information criterion,leukemia,1
bayes information criterion,markov chain,1
bayes information criterion,monte carlo,1
bayes information criterion,simulation,1
generalized logistic model,leukemia,1
generalized logistic model,markov chain,1
generalized logistic model,monte carlo,1
generalized logistic model,simulation,1
leukemia,markov chain,1
leukemia,monte carlo,1
leukemia,simulation,1
markov chain,simulation,1
monte carlo,simulation,1
em algorithm,latent variable model,1
em algorithm,multiple outcomes,1
em algorithm,nonignorable dropout,1
em algorithm,random-effects model,1
latent variable model,missing covariate,1
latent variable model,multiple outcomes,1
latent variable model,nonignorable dropout,1
latent variable model,panel data,1
latent variable model,random-effects model,1
missing covariate,multiple outcomes,1
missing covariate,nonignorable dropout,1
missing covariate,panel data,1
missing covariate,random-effects model,1
multiple outcomes,nonignorable dropout,1
multiple outcomes,panel data,1
multiple outcomes,random-effects model,1
nonignorable dropout,panel data,1
nonignorable dropout,random-effects model,1
panel data,random-effects model,1
biomarker,em algorithm,1
biomarker,joint longitudinal,1
and event,biomarker,1
biomarker,process model,1
biomarker,latent class,1
biomarker,risk classification,1
biomarker,semiparametric maximum,1
biomarker,likelihood estimator,1
em algorithm,joint longitudinal,1
and event,em algorithm,1
em algorithm,process model,1
em algorithm,latent class,1
em algorithm,risk classification,1
em algorithm,semiparametric maximum,1
em algorithm,likelihood estimator,1
and event,joint longitudinal,1
joint longitudinal,process model,1
joint longitudinal,latent class,1
joint longitudinal,risk classification,1
joint longitudinal,semiparametric maximum,1
joint longitudinal,likelihood estimator,1
and event,process model,1
and event,latent class,1
and event,risk classification,1
and event,semiparametric maximum,1
and event,likelihood estimator,1
latent class,process model,1
process model,risk classification,1
process model,semiparametric maximum,1
likelihood estimator,process model,1
latent class,risk classification,1
latent class,semiparametric maximum,1
latent class,likelihood estimator,1
risk classification,semiparametric maximum,1
likelihood estimator,risk classification,1
likelihood estimator,semiparametric maximum,1
bandwidth test,gap statistic,1
bandwidth test,gene fusion,1
bandwidth test,scan statistic,1
gap statistic,gene fusion,1
gap statistic,scan statistic,1
gene fusion,scan statistic,1
cancer,discriminant analysis,1
cancer,microarray experiment,1
cancer,supervised learning,1
cancer,tumor classification,1
cancer,variable selection,1
discriminant analysis,microarray experiment,1
discriminant analysis,supervised learning,1
discriminant analysis,tumor classification,1
discriminant analysis,variable selection,1
microarray experiment,supervised learning,1
microarray experiment,tumor classification,1
microarray experiment,variable selection,1
supervised learning,tumor classification,1
supervised learning,variable selection,1
tumor classification,variable selection,1
bayesian inference,dna,1
bayesian inference,hierarchical prior,1
bayesian inference,l measure,1
bayesian inference,microarray,1
dna,gene expression,1
dna,hierarchical prior,1
dna,l measure,1
dna,microarray,1
gene expression,hierarchical prior,1
gene expression,l measure,1
hierarchical prior,l measure,1
hierarchical prior,microarray,1
l measure,microarray,1
air pollution,data augmentation,1
air pollution,generalized additive model,1
air pollution,hierarchical model,1
air pollution,natural cubic spline,1
air pollution,particulate matter,1
air pollution,relative rate,1
data augmentation,generalized additive model,1
data augmentation,natural cubic spline,1
data augmentation,particulate matter,1
data augmentation,relative rate,1
generalized additive model,hierarchical model,1
generalized additive model,natural cubic spline,1
generalized additive model,relative rate,1
hierarchical model,natural cubic spline,1
hierarchical model,particulate matter,1
hierarchical model,relative rate,1
natural cubic spline,particulate matter,1
natural cubic spline,relative rate,1
particulate matter,relative rate,1
bayesian methods,efficiency,1
bayesian methods,errors in variables,1
bayesian methods,functional method,1
bayesian methods,generalized linear models,1
bayesian methods,kernel regression,1
bayesian methods,p-splines,1
bayesian methods,regression splines,1
bayesian methods,simex method,1
bayesian methods,smoothing splines,1
efficiency,errors in variables,1
efficiency,functional method,1
efficiency,generalized linear models,1
efficiency,kernel regression,1
efficiency,p-splines,1
efficiency,regression splines,1
efficiency,simex method,1
efficiency,smoothing splines,1
efficiency,structural modeling,1
errors in variables,functional method,1
errors in variables,generalized linear models,1
errors in variables,kernel regression,2
errors in variables,p-splines,1
errors in variables,regression splines,1
errors in variables,simex method,1
errors in variables,smoothing splines,1
errors in variables,structural modeling,1
functional method,generalized linear models,1
functional method,kernel regression,1
functional method,measurement error,1
functional method,nonparametric regression,1
functional method,p-splines,1
functional method,regression splines,1
functional method,simex method,1
functional method,smoothing splines,1
functional method,structural modeling,1
generalized linear models,kernel regression,1
generalized linear models,measurement error,1
generalized linear models,nonparametric regression,2
generalized linear models,p-splines,1
generalized linear models,regression splines,1
generalized linear models,simex method,1
generalized linear models,smoothing splines,1
generalized linear models,structural modeling,1
kernel regression,measurement error,2
kernel regression,p-splines,1
kernel regression,regression splines,1
kernel regression,simex method,1
kernel regression,smoothing splines,1
kernel regression,structural modeling,1
measurement error,p-splines,1
measurement error,regression splines,1
measurement error,simex method,1
measurement error,smoothing splines,1
nonparametric regression,p-splines,1
nonparametric regression,simex method,1
nonparametric regression,structural modeling,1
p-splines,regression splines,1
p-splines,simex method,1
p-splines,smoothing splines,1
p-splines,structural modeling,1
regression splines,simex method,1
regression splines,structural modeling,1
simex method,smoothing splines,1
simex method,structural modeling,1
smoothing splines,structural modeling,1
empirical process,order statistics,1
empirical process,reliability,1
empirical process,stochastic order,1
order statistics,reliability,1
order statistics,stochastic order,1
order statistics,u-statistics,1
reliability,stochastic order,1
reliability,u-statistics,1
stochastic order,u-statistics,1
asymptotic separability,attributable effect,1
asymptotic separability,displacement effect,1
asymptotic separability,randomization inference,1
asymptotic separability,rensitivity analysis,1
attributable effect,displacement effect,1
attributable effect,randomization inference,1
attributable effect,rensitivity analysis,1
displacement effect,randomization inference,1
displacement effect,rensitivity analysis,1
randomization inference,rensitivity analysis,1
auxiliary information,empirical distribution,1
auxiliary information,informative sampling,1
auxiliary information,nonignorable nonresponse,1
auxiliary information,semiparametric likelihood,1
empirical distribution,informative sampling,1
empirical distribution,nonignorable nonresponse,1
empirical distribution,semiparametric likelihood,1
informative sampling,nonignorable nonresponse,1
informative sampling,semiparametric likelihood,1
nonignorable nonresponse,semiparametric likelihood,1
length bias,nonparametric maximum likelihood,1
length bias,survival analysis,1
adaptive penalty,false discovery rate,1
adaptive penalty,optimal predication,1
adaptive penalty,parametric and,1
adaptive penalty,nonparametric regression,1
adaptive penalty,variable selection,1
adaptive penalty,wavelets,1
false discovery rate,optimal predication,1
false discovery rate,parametric and,1
false discovery rate,nonparametric regression,1
optimal predication,parametric and,1
nonparametric regression,optimal predication,1
optimal predication,variable selection,1
optimal predication,wavelets,1
nonparametric regression,parametric and,1
parametric and,variable selection,1
parametric and,wavelets,1
bayesian central,limit theorem,1
bayesian central,inference,1
bayesian central,likelihood,1
bayesian central,maximum likelihood,1
bayesian central,normality,1
bayesian central,posterior,1
bayesian central,prior,1
inference,limit theorem,1
likelihood,limit theorem,1
limit theorem,maximum likelihood,1
limit theorem,normality,1
limit theorem,posterior,1
limit theorem,prior,1
inference,likelihood,1
inference,maximum likelihood,1
inference,normality,1
inference,posterior,1
inference,prior,1
likelihood,maximum likelihood,2
likelihood,normality,1
likelihood,posterior,1
likelihood,prior,1
maximum likelihood,normality,1
maximum likelihood,posterior,1
maximum likelihood,prior,1
normality,posterior,1
normality,prior,1
adaptive multistage procedure,combination test,1
adaptive multistage procedure,confidence interval,1
adaptive multistage procedure,group sequential test,1
adaptive multistage procedure,group sequential trial,1
adaptive multistage procedure,p value,1
combination test,confidence interval,1
combination test,group sequential test,1
combination test,group sequential trial,1
combination test,p value,1
confidence interval,group sequential test,1
confidence interval,group sequential trial,1
confidence interval,p value,1
group sequential test,group sequential trial,1
group sequential test,p value,1
group sequential trial,p value,1
accuracy,concordance correlation coefficient,1
accuracy,coverage probability,1
accuracy,mean squared deviation,1
accuracy,precision,1
accuracy,target values,1
accuracy,total deviation index,1
concordance correlation coefficient,coverage probability,1
concordance correlation coefficient,mean squared deviation,1
concordance correlation coefficient,precision,1
concordance correlation coefficient,target values,1
concordance correlation coefficient,total deviation index,1
coverage probability,mean squared deviation,1
coverage probability,precision,1
coverage probability,target values,1
coverage probability,total deviation index,1
mean squared deviation,precision,1
mean squared deviation,target values,1
mean squared deviation,total deviation index,1
precision,target values,1
precision,total deviation index,1
target values,total deviation index,1
asymptotics,first-order linearization,1
asymptotics,gaussian random effects,1
asymptotics,laplace approximation,1
asymptotics,penalized extended,1
asymptotics,least squarest,1
asymptotics,quadratic exponential family,1
first-order linearization,gaussian random effects,1
first-order linearization,laplace approximation,1
first-order linearization,penalized extended,1
first-order linearization,least squarest,1
first-order linearization,quadratic exponential family,1
gaussian random effects,laplace approximation,1
gaussian random effects,penalized extended,1
gaussian random effects,least squarest,1
gaussian random effects,quadratic exponential family,1
laplace approximation,penalized extended,1
laplace approximation,least squarest,1
laplace approximation,quadratic exponential family,1
least squarest,penalized extended,1
penalized extended,quadratic exponential family,1
least squarest,quadratic exponential family,1
compliers,empirical processes,1
compliers,kolmogorov-smirnov test,1
compliers,stochastic dominance,1
empirical processes,kolmogorov-smirnov test,1
empirical processes,stochastic dominance,1
kolmogorov-smirnov test,stochastic dominance,1
bootstrap method,closed testing procedure,1
bootstrap method,dose finding,1
bootstrap method,familywise error rate,1
bootstrap method,multiple comparisons,1
bootstrap method,multivariate t-distribution,1
bootstrap method,step-down procedure,1
bootstrap method,therapeutic window,1
closed testing procedure,dose finding,1
closed testing procedure,familywise error rate,1
closed testing procedure,multiple comparisons,1
closed testing procedure,multivariate t-distribution,1
closed testing procedure,step-down procedure,1
closed testing procedure,therapeutic window,1
dose finding,familywise error rate,1
dose finding,multiple comparisons,1
dose finding,multivariate t-distribution,1
dose finding,step-down procedure,1
dose finding,therapeutic window,1
familywise error rate,therapeutic window,1
multiple comparisons,therapeutic window,1
multivariate t-distribution,step-down procedure,1
multivariate t-distribution,therapeutic window,1
step-down procedure,therapeutic window,1
distribution-free method,factor analysis,1
distribution-free method,geo-referenced data,1
distribution-free method,shifted spatial dependency,1
factor analysis,geo-referenced data,1
factor analysis,shifted spatial dependency,1
geo-referenced data,shifted spatial dependency,1
accelerated failure,cost-effectiveness,1
accelerated failure,dependent censoring,2
accelerated failure,identifiability,2
cost-effectiveness,time model,1
dependent censoring,time model,2
identifiability,time model,2
cost-effectiveness,dependent censoring,1
cost-effectiveness,identifiability,1
cost-effectiveness,log-rank statistic,1
cost-effectiveness,marked point process,1
cost-effectiveness,nonsmooth estimating function,1
cost-effectiveness,semiparametric inference,1
cost-effectiveness,variance estimation,1
dependent censoring,identifiability,3
dependent censoring,log-rank statistic,1
dependent censoring,marked point process,1
dependent censoring,nonsmooth estimating function,1
dependent censoring,semiparametric inference,2
dependent censoring,variance estimation,1
identifiability,log-rank statistic,2
identifiability,nonsmooth estimating function,1
identifiability,semiparametric inference,2
log-rank statistic,variance estimation,1
marked point process,variance estimation,1
nonsmooth estimating function,variance estimation,1
semiparametric inference,variance estimation,1
asymptotic normality,confidence region,1
asymptotic normality,l-1 median,1
asymptotic normality,m estimation,1
asymptotic normality,right censoring,1
bootstrap,l-1 median,1
bootstrap,m estimation,1
bootstrap,right censoring,1
confidence region,l-1 median,1
confidence region,m estimation,1
confidence region,right censoring,1
l-1 median,m estimation,1
l-1 median,right censoring,1
m estimation,right censoring,1
forward-backward recursion,gibbs sampler,1
forward-backward recursion,kalman filter,1
forward-backward recursion,local computation,1
forward-backward recursion,markov chain,1
forward-backward recursion,monte carlo,1
gibbs sampler,kalman filter,2
gibbs sampler,local computation,1
kalman filter,local computation,1
local computation,markov chain,1
local computation,monte carlo,1
gene expression,median,1
gene expression,mixed effects model,1
gene expression,monte carlo simulation,1
gene expression,resistant location estimation,1
gene expression,standardization,1
median,mixed effects model,1
median,monte carlo simulation,1
median,resistant location estimation,1
median,standardization,1
mixed effects model,monte carlo simulation,1
mixed effects model,resistant location estimation,1
mixed effects model,standardization,1
monte carlo simulation,resistant location estimation,1
monte carlo simulation,standardization,1
resistant location estimation,standardization,1
air pollution,chemical species,1
air pollution,compositions,1
air pollution,dynamic models,1
air pollution,gibbs sampler,1
air pollution,kalman filter,1
air pollution,metropolis-hastings algorithm,1
air pollution,source profile,1
chemical species,compositions,1
chemical species,dynamic models,1
chemical species,gibbs sampler,1
chemical species,kalman filter,1
chemical species,metropolis-hastings algorithm,1
chemical species,source profile,1
compositions,dynamic models,1
compositions,gibbs sampler,1
compositions,kalman filter,1
compositions,metropolis-hastings algorithm,1
compositions,source profile,1
dynamic models,gibbs sampler,1
dynamic models,kalman filter,1
dynamic models,metropolis-hastings algorithm,1
dynamic models,source profile,1
gibbs sampler,source profile,1
kalman filter,metropolis-hastings algorithm,1
kalman filter,source profile,1
metropolis-hastings algorithm,source profile,1
bayesian analysis,cross validation,1
bayesian analysis,hierarchical model,2
bayesian analysis,prediction,1
cross validation,hierarchical model,1
cross validation,markov chain,1
cross validation,monte carlo,1
cross validation,prediction,1
hierarchical model,prediction,1
markov chain,prediction,1
monte carlo,prediction,1
generalized linear,logistic regression,1
generalized linear,markov chain,2
generalized linear,monte carlo newton-raphson,1
lasso,mixed model,1
logistic regression,mixed model,1
mixed model,monte carlo newton-raphson,1
lasso,logistic regression,1
lasso,monte carlo newton-raphson,1
em algorithm,logistic regression,1
logistic regression,monte carlo newton-raphson,1
markov chain,monte carlo newton-raphson,1
monte carlo,monte carlo newton-raphson,2
em algorithm,monte carlo newton-raphson,1
adjustment costs,attrition audit,1
adjustment costs,business missing data,1
adjustment costs,dynamic labor demand,1
adjustment costs,generalized method,1
adjustment costs,of moments,1
adjustment costs,reweighted estimation,1
attrition audit,business missing data,1
attrition audit,dynamic labor demand,1
attrition audit,generalized method,1
attrition audit,of moments,1
attrition audit,reweighted estimation,1
business missing data,dynamic labor demand,1
business missing data,generalized method,1
business missing data,of moments,1
business missing data,reweighted estimation,1
dynamic labor demand,generalized method,1
dynamic labor demand,of moments,1
dynamic labor demand,reweighted estimation,1
generalized method,reweighted estimation,1
of moments,reweighted estimation,1
attrition,bayesian inferential method,1
attrition,causal inference,1
attrition,em algorithm,1
attrition,gibbs sampler,1
attrition,instrumental variable,1
bayesian inferential method,causal inference,1
bayesian inferential method,em algorithm,1
bayesian inferential method,gibbs sampler,1
bayesian inferential method,instrumental variable,1
causal inference,gibbs sampler,1
em algorithm,gibbs sampler,1
em algorithm,instrumental variable,1
gibbs sampler,instrumental variable,1
coherent signed,rank test,1
coherent signed,equal percent,1
bias reducing,coherent signed,1
coherent signed,matching with doses,1
coherent signed,nonbipartite matching,1
coherent signed,observational studies,1
coherent signed,ordinal logit model,1
coherent signed,optimal matching,1
coherent signed,propensity score,1
equal percent,rank test,1
bias reducing,rank test,1
matching with doses,rank test,1
nonbipartite matching,rank test,1
ordinal logit model,rank test,1
optimal matching,rank test,1
propensity score,rank test,1
bias reducing,equal percent,1
equal percent,matching with doses,1
equal percent,nonbipartite matching,1
equal percent,observational studies,1
equal percent,ordinal logit model,1
equal percent,optimal matching,1
equal percent,propensity score,1
bias reducing,matching with doses,1
bias reducing,nonbipartite matching,1
bias reducing,observational studies,1
bias reducing,ordinal logit model,1
bias reducing,optimal matching,1
bias reducing,propensity score,1
matching with doses,nonbipartite matching,1
matching with doses,observational studies,1
matching with doses,ordinal logit model,1
matching with doses,optimal matching,1
matching with doses,propensity score,1
nonbipartite matching,observational studies,1
nonbipartite matching,ordinal logit model,1
nonbipartite matching,propensity score,1
observational studies,ordinal logit model,1
observational studies,optimal matching,1
optimal matching,ordinal logit model,1
ordinal logit model,propensity score,1
nonlinear mixed,penalized likelihood,1
nonlinear mixed,repeated measures,1
nonlinear mixed,self-modeling nonlinear regression,1
nonlinear mixed,smoothing spline,1
effects model,penalized likelihood,1
effects model,repeated measures,1
effects model,self-modeling nonlinear regression,1
effects model,smoothing spline,1
penalized likelihood,repeated measures,1
penalized likelihood,self-modeling nonlinear regression,1
repeated measures,self-modeling nonlinear regression,1
self-modeling nonlinear regression,smoothing spline,1
correlated recurrent times,em algorithm,1
correlated recurrent times,frailty model,1
correlated recurrent times,informative censoring,1
correlated recurrent times,lexis diagram,1
correlated recurrent times,martingale,1
correlated recurrent times,sum-quota sampling,1
correlated recurrent times,weak convergence,1
em algorithm,informative censoring,1
em algorithm,lexis diagram,1
em algorithm,martingale,1
em algorithm,sum-quota sampling,1
em algorithm,weak convergence,1
frailty model,informative censoring,1
frailty model,lexis diagram,1
frailty model,martingale,1
frailty model,sum-quota sampling,1
frailty model,weak convergence,1
informative censoring,lexis diagram,1
informative censoring,martingale,1
informative censoring,sum-quota sampling,1
informative censoring,weak convergence,1
lexis diagram,martingale,1
lexis diagram,sum-quota sampling,1
lexis diagram,weak convergence,1
martingale,sum-quota sampling,1
martingale,weak convergence,1
sum-quota sampling,weak convergence,1
blocked gibbs sampler,dirichlet prior,1
blocked gibbs sampler,generalized weighted chinese restaurant identification,1
blocked gibbs sampler,partition,1
blocked gibbs sampler,uniformly exponentially,1
blocked gibbs sampler,consistent test,1
blocked gibbs sampler,weighted bayes factor,1
dirichlet prior,generalized weighted chinese restaurant identification,1
dirichlet prior,partition,1
dirichlet prior,uniformly exponentially,1
consistent test,dirichlet prior,1
dirichlet prior,weighted bayes factor,1
generalized weighted chinese restaurant identification,partition,1
generalized weighted chinese restaurant identification,uniformly exponentially,1
consistent test,generalized weighted chinese restaurant identification,1
generalized weighted chinese restaurant identification,weighted bayes factor,1
partition,uniformly exponentially,1
consistent test,partition,1
partition,weighted bayes factor,1
consistent test,uniformly exponentially,1
uniformly exponentially,weighted bayes factor,1
consistent test,weighted bayes factor,1
additive model,component analysis,1
additive model,haar basis,1
additive model,hypothesis testing,1
additive model,nonparametric alternative,1
additive model,regression,1
component analysis,haar basis,1
component analysis,hypothesis testing,1
component analysis,nonparametric alternative,1
component analysis,regression,1
haar basis,hypothesis testing,1
haar basis,nonparametric alternative,1
haar basis,regression,1
hypothesis testing,nonparametric alternative,1
hypothesis testing,regression,1
nonparametric alternative,regression,1
hard thresholding,lasso,1
hard thresholding,nonnegative garrote,1
hard thresholding,penalized likelihood,1
hard thresholding,oracle estimator,1
hard thresholding,scad,1
hard thresholding,soft thresholding,2
lasso,soft thresholding,1
nonnegative garrote,oracle estimator,1
nonnegative garrote,scad,1
nonnegative garrote,soft thresholding,1
penalized likelihood,soft thresholding,1
oracle estimator,soft thresholding,1
scad,soft thresholding,1
correlation function,covariance selection,1
correlation function,frequentist coverage,1
correlation function,gaussian random field,1
correlation function,improper posterior,1
correlation function,integrated likelihood,1
correlation function,jeffreys prior,1
correlation function,reference prior,1
covariance selection,frequentist coverage,1
covariance selection,gaussian random field,1
covariance selection,geostatistics,1
covariance selection,improper posterior,1
covariance selection,integrated likelihood,1
covariance selection,jeffreys prior,1
covariance selection,reference prior,1
frequentist coverage,gaussian random field,1
frequentist coverage,geostatistics,1
frequentist coverage,improper posterior,1
gaussian random field,geostatistics,1
gaussian random field,improper posterior,1
gaussian random field,integrated likelihood,1
gaussian random field,jeffreys prior,1
gaussian random field,reference prior,1
geostatistics,improper posterior,1
geostatistics,integrated likelihood,1
geostatistics,jeffreys prior,1
geostatistics,reference prior,1
improper posterior,integrated likelihood,1
improper posterior,jeffreys prior,1
improper posterior,reference prior,1
bayes factor,conditional independence,1
bayes factor,decomposable model,1
bayes factor,ignorability,1
bayes factor,missing data,1
bayes factor,model selection,2
conditional independence,decomposable model,1
conditional independence,ignorability,1
conditional independence,missing data,1
conditional independence,model selection,1
decomposable model,ignorability,1
decomposable model,missing data,1
decomposable model,model selection,1
ignorability,missing data,2
ignorability,model selection,1
coverage probability,generalized estimating equation,1
coverage probability,generalized linear model,1
coverage probability,heteroscedasticity,1
coverage probability,linear regression,2
coverage probability,marginal model,1
coverage probability,quasi-likelihood,1
coverage probability,robust covariance estimator,1
coverage probability,sandwich estimator,1
generalized estimating equation,generalized linear model,1
generalized estimating equation,heteroscedasticity,1
generalized estimating equation,linear regression,1
generalized estimating equation,quasi-likelihood,1
generalized estimating equation,robust covariance estimator,1
generalized estimating equation,sandwich estimator,1
generalized linear model,heteroscedasticity,1
generalized linear model,linear regression,1
generalized linear model,marginal model,1
generalized linear model,robust covariance estimator,1
generalized linear model,sandwich estimator,1
heteroscedasticity,marginal model,1
heteroscedasticity,quasi-likelihood,1
heteroscedasticity,robust covariance estimator,1
heteroscedasticity,sandwich estimator,1
linear regression,marginal model,1
linear regression,quasi-likelihood,1
linear regression,robust covariance estimator,1
linear regression,sandwich estimator,1
marginal model,quasi-likelihood,2
marginal model,robust covariance estimator,1
quasi-likelihood,robust covariance estimator,1
quasi-likelihood,sandwich estimator,1
robust covariance estimator,sandwich estimator,1
selection model,weighted distribution,1
dirichlet process,selection model,1
nonidentifiability ability,selection model,1
dirichlet process,weighted distribution,1
nonidentifiability ability,weighted distribution,1
dirichlet process,nonidentifiability ability,1
causal inference,dynamic treatment regime,1
causal inference,nondynamic treatment regime,1
confounding,dynamic treatment regime,1
confounding,nondynamic treatment regime,1
dynamic treatment regime,nondynamic treatment regime,1
clustered data,correlated data,1
clustered data,most powerful test,1
clustered data,randomization tests,1
correlated data,most powerful test,1
correlated data,randomization tests,1
most powerful test,randomization tests,1
classification,kurtosis,1
classification,multivariate analysis,1
classification,spacings,1
kurtosis,multivariate analysis,1
kurtosis,robustness,1
kurtosis,spacings,1
multivariate analysis,robustness,1
multivariate analysis,spacings,1
robustness,spacings,1
estimated likelihood,missing covariate,1
estimated likelihood,pseudo-likelihood,1
estimated likelihood,weighted estimating equation,1
missing covariate,pseudo-likelihood,1
pseudo-likelihood,weighted estimating equation,1
censoring,dirichlet process mixing,1
censoring,linear functionals,1
censoring,skewness,1
censoring,split densities,1
dirichlet process mixing,linear functionals,1
dirichlet process mixing,skewness,1
dirichlet process mixing,split densities,1
linear functionals,skewness,1
linear functionals,split densities,1
skewness,split densities,1
conditional score,corrected score,1
conditional score,estimating equation,1
conditional score,generalized linear model,1
conditional score,instrumental variable,1
conditional score,nonparametric correction,1
conditional score,parametric correction,1
conditional score,replication data,1
corrected score,estimating equation,1
corrected score,generalized linear model,1
corrected score,instrumental variable,1
corrected score,nonparametric correction,1
corrected score,parametric correction,1
corrected score,replication data,1
estimating equation,instrumental variable,1
estimating equation,nonparametric correction,1
estimating equation,parametric correction,1
estimating equation,replication data,1
generalized linear model,instrumental variable,1
generalized linear model,measurement error,1
generalized linear model,nonparametric correction,1
generalized linear model,parametric correction,1
generalized linear model,replication data,1
instrumental variable,measurement error,3
instrumental variable,nonparametric correction,1
instrumental variable,parametric correction,1
instrumental variable,replication data,1
measurement error,nonparametric correction,1
measurement error,parametric correction,1
measurement error,replication data,1
nonparametric correction,parametric correction,1
nonparametric correction,replication data,1
parametric correction,replication data,1
chi-bar squared distribution,conditional inference,1
chi-bar squared distribution,constrained fisher,1
chi-bar squared distribution,scoring algorithm,1
chi-bar squared distribution,marginal homogeneity,1
chi-bar squared distribution,positive quadrant dependence,1
chi-bar squared distribution,proportional odds model,1
chi-bar squared distribution,stochastic ordering,1
conditional inference,constrained fisher,1
conditional inference,scoring algorithm,1
conditional inference,marginal homogeneity,1
conditional inference,positive quadrant dependence,1
conditional inference,proportional odds model,1
conditional inference,stochastic ordering,1
constrained fisher,scoring algorithm,1
constrained fisher,marginal homogeneity,1
constrained fisher,positive quadrant dependence,1
constrained fisher,proportional odds model,1
constrained fisher,stochastic ordering,1
marginal homogeneity,scoring algorithm,1
positive quadrant dependence,scoring algorithm,1
proportional odds model,scoring algorithm,1
scoring algorithm,stochastic ordering,1
marginal homogeneity,positive quadrant dependence,1
marginal homogeneity,proportional odds model,1
marginal homogeneity,stochastic ordering,1
positive quadrant dependence,proportional odds model,1
positive quadrant dependence,stochastic ordering,1
proportional odds model,stochastic ordering,1
bivariate log-linear,mixed model,1
bivariate log-linear,bridging parameter,1
bivariate log-linear,gibbs sampling,1
bivariate log-linear,index of,1
bivariate log-linear,spatial dependence,1
bivariate log-linear,mortality rate,1
bridging parameter,mixed model,1
gibbs sampling,mixed model,1
index of,mixed model,1
mixed model,spatial dependence,1
mixed model,mortality rate,1
bridging parameter,gibbs sampling,1
bridging parameter,index of,1
bridging parameter,spatial dependence,1
bridging parameter,mortality rate,1
gibbs sampling,index of,1
gibbs sampling,spatial dependence,1
gibbs sampling,mortality rate,1
index of,spatial dependence,1
index of,mortality rate,1
mortality rate,spatial dependence,1
hierarchical models,markov chain,2
hierarchical models,monte carlo,2
hierarchical models,model output statistics,1
markov chain,model output statistics,1
model output statistics,monte carlo,1
adaptive inference,asymptotics,1
adaptive inference,bootstrap,1
adaptive inference,colon cancer,1
adaptive inference,correlation,1
adaptive inference,functional data analysis,1
adaptive inference,local polynomial regression,1
adaptive inference,mixed models,1
adaptive inference,nutrition,1
adaptive inference,semiparametric estimation,1
asymptotics,colon cancer,1
asymptotics,correlation,1
asymptotics,local polynomial regression,1
asymptotics,mixed models,1
asymptotics,nutrition,1
asymptotics,semiparametric estimation,1
bootstrap,colon cancer,1
bootstrap,correlation,1
bootstrap,local polynomial regression,1
bootstrap,mixed models,1
bootstrap,nutrition,1
colon cancer,correlation,1
colon cancer,functional data analysis,1
colon cancer,local polynomial regression,1
colon cancer,mixed models,1
colon cancer,nutrition,1
colon cancer,semiparametric estimation,1
correlation,functional data analysis,1
correlation,local polynomial regression,1
correlation,mixed models,1
correlation,nutrition,1
correlation,semiparametric estimation,1
functional data analysis,local polynomial regression,1
functional data analysis,nutrition,1
functional data analysis,semiparametric estimation,1
local polynomial regression,mixed models,1
local polynomial regression,nutrition,1
local polynomial regression,semiparametric estimation,1
mixed models,nutrition,1
mixed models,semiparametric estimation,1
nutrition,semiparametric estimation,1
extrabinomial variation,multiple testing,1
extrabinomial variation,predictive power,1
extrabinomial variation,tumorigenicity test,1
multiple testing,predictive power,1
multiple testing,tumorigenicity test,1
predictive power,tumorigenicity test,1
censoring,kernel smoothing,1
censoring,profile likelihood,2
kernel smoothing,linear regression,1
kernel smoothing,profile likelihood,1
kernel smoothing,semiparametric efficiency,1
kernel smoothing,survival data,2
linear regression,semiparametric efficiency,1
linear regression,survival data,1
profile likelihood,semiparametric efficiency,3
profile likelihood,survival data,2
estimating equation,informative observation process,1
estimating equation,joint modeling,1
estimating equation,latent variables,1
informative observation process,joint modeling,1
informative observation process,latent variables,1
cause-specific failure pattern,empirical process,1
cause-specific failure pattern,nonparametric estimation,1
cause-specific failure pattern,time-dependent association,1
cause-specific failure pattern,uniform consistency,1
cause-specific failure pattern,weak convergence,1
empirical process,time-dependent association,1
empirical process,uniform consistency,1
nonparametric estimation,time-dependent association,1
nonparametric estimation,uniform consistency,1
nonparametric estimation,weak convergence,1
time-dependent association,uniform consistency,1
time-dependent association,weak convergence,1
bandwidth selector,errors-in-variables,1
bandwidth selector,heteroscedastic contamination,1
bandwidth selector,inverse problem,1
bandwidth selector,regression,1
bandwidth selector,replicated measurement,1
deconvolution,heteroscedastic contamination,1
deconvolution,replicated measurement,1
errors-in-variables,heteroscedastic contamination,1
errors-in-variables,inverse problem,1
errors-in-variables,replicated measurement,1
heteroscedastic contamination,inverse problem,1
heteroscedastic contamination,regression,1
heteroscedastic contamination,replicated measurement,1
inverse problem,regression,1
inverse problem,replicated measurement,1
regression,replicated measurement,1
body mass index,bootstrap,1
body mass index,design-based inference,1
body mass index,sample-complement distribution,1
body mass index,sample distribution,1
body mass index,sampling weight,1
bootstrap,design-based inference,1
bootstrap,sample-complement distribution,1
bootstrap,sample distribution,1
bootstrap,sampling weight,1
design-based inference,sample-complement distribution,1
design-based inference,sample distribution,1
design-based inference,sampling weight,1
sample distribution,sample-complement distribution,1
sample-complement distribution,sampling weight,1
sample distribution,sampling weight,1
